account_id,graph_anomaly_score,contributing_factors
81043BDE0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
810449DB0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
810449E00,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8104758C0,0.1,isolated micro-cluster (size=9)
810495360,0.0,baseline structural profile; no graph anomalies detected
81049D0A0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8104BBFA0,0.1721,isolated micro-cluster (size=10)
8104BBFF0,0.1,isolated micro-cluster (size=10)
8104C9670,0.0,baseline structural profile; no graph anomalies detected
8104D7FC0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
810518810,0.0,baseline structural profile; no graph anomalies detected
810528570,0.1,isolated micro-cluster (size=5)
8105418F0,0.2041,"isolated micro-cluster (size=6); high transaction volume (in=25, out=46)"
81055CF40,0.0,baseline structural profile; no graph anomalies detected
8105A5FD0,0.1,isolated micro-cluster (size=8)
8105A7C20,0.1,isolated micro-cluster (size=10)
8105C7AB0,0.0,baseline structural profile; no graph anomalies detected
8105F1630,0.1,isolated micro-cluster (size=10)
8105F2950,0.218,topological outlier in Node2Vec space (DBSCAN outlier)
8105F9C70,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8105FFC50,0.1,isolated micro-cluster (size=6)
810614BF0,0.0,baseline structural profile; no graph anomalies detected
810632F70,0.0,baseline structural profile; no graph anomalies detected
810646D90,0.1,isolated micro-cluster (size=10)
8106479D0,0.0,baseline structural profile; no graph anomalies detected
810658100,0.0,baseline structural profile; no graph anomalies detected
81066C370,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8106F9FB0,0.0,baseline structural profile; no graph anomalies detected
810738DC0,0.0,baseline structural profile; no graph anomalies detected
810739710,0.0,baseline structural profile; no graph anomalies detected
810752AA0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8107548E0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
810758CA0,0.1,isolated micro-cluster (size=10)
810771260,0.0,baseline structural profile; no graph anomalies detected
81078F1D0,0.1,isolated micro-cluster (size=5)
810797A30,0.0,baseline structural profile; no graph anomalies detected
81079C290,0.0,baseline structural profile; no graph anomalies detected
8107A0740,0.1,isolated micro-cluster (size=5)
8107B2600,0.186,"isolated micro-cluster (size=5); high transaction volume (in=17, out=41)"
8107BE4E0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8107D15B0,0.1,isolated micro-cluster (size=5)
8107D2090,0.0,baseline structural profile; no graph anomalies detected
8107D38D0,0.0,baseline structural profile; no graph anomalies detected
8107D3970,0.1,isolated micro-cluster (size=5)
8107DA5E0,0.0,baseline structural profile; no graph anomalies detected
8107DD230,0.0,baseline structural profile; no graph anomalies detected
8107E0040,0.0,baseline structural profile; no graph anomalies detected
8107E6380,0.136,isolated micro-cluster (size=5)
8107F5090,0.0,baseline structural profile; no graph anomalies detected
8107FDE70,0.1,isolated micro-cluster (size=5)
81081FF00,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8108453F0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
810850440,0.1,isolated micro-cluster (size=8)
810850830,0.1,isolated micro-cluster (size=6)
810868D50,0.0,baseline structural profile; no graph anomalies detected
8108DB390,0.1,isolated micro-cluster (size=10)
81090E660,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
810911970,0.218,topological outlier in Node2Vec space (DBSCAN outlier)
810916000,0.0,baseline structural profile; no graph anomalies detected
810945C00,0.186,"isolated micro-cluster (size=7); high transaction volume (in=19, out=41)"
810945F80,0.0,baseline structural profile; no graph anomalies detected
81095BC00,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
810969100,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
810990C20,0.1,isolated micro-cluster (size=5)
8109A4B60,0.1,isolated micro-cluster (size=5)
8109B38A0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8109CBFA0,0.1,isolated micro-cluster (size=10)
810A05EF0,0.0,baseline structural profile; no graph anomalies detected
810A1C7D0,0.1,isolated micro-cluster (size=5)
810A1C8C0,0.127,isolated micro-cluster (size=5)
810A1CEB0,0.1,isolated micro-cluster (size=10)
810A280E0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
810A2A110,0.0,baseline structural profile; no graph anomalies detected
810A4CA30,0.0,baseline structural profile; no graph anomalies detected
810A88910,0.1,isolated micro-cluster (size=7)
810A8C2A0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
810A910F0,0.1,isolated micro-cluster (size=7)
810A9E040,0.0,baseline structural profile; no graph anomalies detected
810AB2E50,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
810AB4E00,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
810AE2970,0.0,baseline structural profile; no graph anomalies detected
810B01E70,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
810B21010,0.0,baseline structural profile; no graph anomalies detected
810B25370,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
810B4B940,0.127,isolated micro-cluster (size=5)
810B4BA30,0.1,isolated micro-cluster (size=5)
810B4C370,0.1,isolated micro-cluster (size=5)
810B4E1C0,0.1,isolated micro-cluster (size=5)
810B68EE0,0.0,baseline structural profile; no graph anomalies detected
810B76D80,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
810B87120,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
810B97080,0.1,isolated micro-cluster (size=5)
810BAC5B0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
810BBB950,0.1,isolated micro-cluster (size=6)
810BD7180,0.0,baseline structural profile; no graph anomalies detected
810BE6390,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
810BEB440,0.1,isolated micro-cluster (size=6)
810BEE880,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
810BEF1D0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
810BF0BF0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
810BF14C0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
810C0AB50,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
810C383A0,0.0,baseline structural profile; no graph anomalies detected
810C3DAD0,0.1,isolated micro-cluster (size=8)
810C3FCA0,0.1,isolated micro-cluster (size=6)
810C5BEA0,0.0,baseline structural profile; no graph anomalies detected
810C62150,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
810CB75B0,0.0,baseline structural profile; no graph anomalies detected
810CE30A0,0.1,isolated micro-cluster (size=5)
810CE3770,0.1,isolated micro-cluster (size=5)
810CE37C0,0.1,isolated micro-cluster (size=5)
810D033F0,0.0,baseline structural profile; no graph anomalies detected
810D0CCB0,0.1,isolated micro-cluster (size=5)
810D10340,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
810D1B3D0,0.0,baseline structural profile; no graph anomalies detected
810D34E40,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
810D70760,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
810D97E80,0.0,baseline structural profile; no graph anomalies detected
810E42E60,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
810E73560,0.0,baseline structural profile; no graph anomalies detected
810E92C30,0.1,isolated micro-cluster (size=8)
810E92FB0,0.0,baseline structural profile; no graph anomalies detected
810EC7D20,0.0,baseline structural profile; no graph anomalies detected
810EC7E10,0.1,isolated micro-cluster (size=6)
810EC7FA0,0.136,isolated micro-cluster (size=6)
810ED4960,0.218,topological outlier in Node2Vec space (DBSCAN outlier)
810EE25C0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
810F03D20,0.0,baseline structural profile; no graph anomalies detected
810F09E90,0.0,baseline structural profile; no graph anomalies detected
810F13C60,0.0,baseline structural profile; no graph anomalies detected
810F19150,0.0,baseline structural profile; no graph anomalies detected
810F1DC70,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
810F21BC0,0.0,baseline structural profile; no graph anomalies detected
810F672B0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
810F7E740,0.0,baseline structural profile; no graph anomalies detected
810F86F20,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
810FE36C0,0.1,isolated micro-cluster (size=6)
810FE37B0,0.1,isolated micro-cluster (size=6)
810FE3800,0.1,isolated micro-cluster (size=6)
810FE3850,0.1,isolated micro-cluster (size=6)
810FE38A0,0.1,isolated micro-cluster (size=6)
810FEE3D0,0.0,baseline structural profile; no graph anomalies detected
81100BF40,0.1,isolated micro-cluster (size=6)
811019F20,0.0,baseline structural profile; no graph anomalies detected
81102EEB0,0.0,baseline structural profile; no graph anomalies detected
811062A90,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
811084390,0.1,isolated micro-cluster (size=9)
8110E5AD0,0.0,baseline structural profile; no graph anomalies detected
8110F4420,0.0,baseline structural profile; no graph anomalies detected
811115960,0.0,baseline structural profile; no graph anomalies detected
81114A0A0,0.0,baseline structural profile; no graph anomalies detected
811162BE0,0.0,baseline structural profile; no graph anomalies detected
811163860,0.0,baseline structural profile; no graph anomalies detected
8111A2AC0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8111A5600,0.0,baseline structural profile; no graph anomalies detected
8111A8DB0,0.1,isolated micro-cluster (size=7)
8111A9B90,0.0,baseline structural profile; no graph anomalies detected
8111C9430,0.0,baseline structural profile; no graph anomalies detected
8111C9F30,0.0,baseline structural profile; no graph anomalies detected
8111D0A10,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8111D0DD0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8111E3760,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8111EEE20,0.0,baseline structural profile; no graph anomalies detected
8111F52C0,0.1,isolated micro-cluster (size=10)
8111F7590,0.0,baseline structural profile; no graph anomalies detected
81120C4E0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
81120C4E1,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8112408E0,0.1,isolated micro-cluster (size=5)
81125A3E0,0.0,baseline structural profile; no graph anomalies detected
81125C0D0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
811269090,0.218,topological outlier in Node2Vec space (DBSCAN outlier)
811292C30,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8112932F0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
811294F10,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8112A73F0,0.0,baseline structural profile; no graph anomalies detected
8112D10A0,0.1,isolated micro-cluster (size=7)
8112E29E0,0.0,baseline structural profile; no graph anomalies detected
81131E870,0.0,baseline structural profile; no graph anomalies detected
811321730,0.1,isolated micro-cluster (size=10)
8113551E0,0.0,baseline structural profile; no graph anomalies detected
811380000,0.1,isolated micro-cluster (size=6)
81138EB00,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8113D29B0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8113D5160,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8113DCFC0,0.0,baseline structural profile; no graph anomalies detected
8113DD870,0.0,baseline structural profile; no graph anomalies detected
8113DD960,0.0,baseline structural profile; no graph anomalies detected
8113DD9B0,0.0,baseline structural profile; no graph anomalies detected
8113DDA50,0.0,baseline structural profile; no graph anomalies detected
8113DDAA0,0.0,baseline structural profile; no graph anomalies detected
8113DDFF0,0.4401,participates in circular transfer cycle; high flow betweenness centrality (bc=5.77e-07)
8113DE090,0.0,baseline structural profile; no graph anomalies detected
8113DE1D0,0.0,baseline structural profile; no graph anomalies detected
8113DE220,0.0,baseline structural profile; no graph anomalies detected
8113DE310,0.35,participates in circular transfer cycle
8113DE3B0,0.0,baseline structural profile; no graph anomalies detected
8113FF390,0.1,isolated micro-cluster (size=6)
811429A80,0.55,participates in circular transfer cycle; topological outlier in Node2Vec space (DBSCAN outlier)
811429AD0,0.559,participates in circular transfer cycle; topological outlier in Node2Vec space (DBSCAN outlier)
811429B20,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
81142D470,0.1,isolated micro-cluster (size=5)
811443DF0,0.1,isolated micro-cluster (size=10)
811488DA0,0.0,baseline structural profile; no graph anomalies detected
811491C40,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
811491C90,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8114922F0,0.1,isolated micro-cluster (size=5)
8114AAFA0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8114B21B0,0.1,isolated micro-cluster (size=7)
8114BCCE0,0.1,isolated micro-cluster (size=6)
8114D1E60,0.0,baseline structural profile; no graph anomalies detected
8114DBBC0,0.1,isolated micro-cluster (size=6)
8114DEBD0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8114F8B80,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8114F8D10,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8114FF130,0.0,baseline structural profile; no graph anomalies detected
811505080,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
811511650,0.0,baseline structural profile; no graph anomalies detected
811546190,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
81154E790,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
811558170,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
811558620,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
811562100,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
81156DD20,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
81156EB50,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8115ACC20,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
81161EBA0,0.0,baseline structural profile; no graph anomalies detected
811625010,0.0,baseline structural profile; no graph anomalies detected
811630BD0,0.0,baseline structural profile; no graph anomalies detected
81167FEE0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8116861B0,0.0,baseline structural profile; no graph anomalies detected
81168D510,0.1,isolated micro-cluster (size=7)
811697700,0.0,baseline structural profile; no graph anomalies detected
8116AF110,0.0,baseline structural profile; no graph anomalies detected
8116C2E80,0.0,baseline structural profile; no graph anomalies detected
8116C2F20,0.0811,high flow betweenness centrality (bc=5.19e-07)
8116C6720,0.0,baseline structural profile; no graph anomalies detected
811707230,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
811729A60,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
811758070,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8117A4320,0.0,baseline structural profile; no graph anomalies detected
8117C5EE0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8117D9900,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
81180A520,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
811817870,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
